gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,0,1,42,0,0,20.49,870.89,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,0,0,71,1,0,20.7,1475.36,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,1,0,52,1,1,24.52,1273.79,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,0,0,4,1,0,59.86,239.9,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1,1,1,0,1,1,0,59.19,53.0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,1,0,58,1,1,75.05,4349.63,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,1,1,3,1,1,19.69,75.43,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,0,33,0,0,20.46,685.8,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,0,66,1,1,94.03,6210.6,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True
1,0,1,0,72,1,1,84.02,6052.53,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
1,0,1,1,5,1,1,52.31,278.1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,1,0,57,1,0,62.27,3540.83,0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
1,0,0,0,46,1,1,83.6,3847.52,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
1,0,1,0,4,1,0,18.42,81.38,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,60,1,1,80.91,4847.27,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
1,0,0,0,55,1,0,72.33,3997.41,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
1,0,0,0,34,1,1,20.14,673.15,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,0,0,0,12,1,1,65.42,799.38,0,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False
0,0,1,0,25,1,1,26.48,658.03,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,1,63,1,1,80.24,5053.6,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
1,0,0,0,10,1,0,84.51,861.68,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
0,0,1,0,61,1,1,72.45,4414.09,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0,0,0,46,1,1,53.88,2488.69,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
0,0,1,0,69,1,0,87.88,6062.18,0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
1,0,1,1,57,1,1,63.28,3601.46,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0,9,1,0,53.67,477.29,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
1,1,1,0,15,1,1,74.78,1122.82,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
1,1,0,0,11,1,1,74.14,817.54,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
1,0,1,0,70,1,1,84.31,5902.46,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,0,0,1,49,1,0,73.24,3593.45,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,1,14,1,0,80.87,1130.08,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
0,0,0,0,58,1,1,18.0,1045.73,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,0,1,1,69,1,0,64.88,4469.97,0,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
0,0,0,1,61,1,1,53.69,3275.58,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,1,1,0,71,1,1,78.34,5561.87,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
1,1,0,0,61,1,0,81.17,4953.03,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
1,0,1,1,49,1,0,18.0,888.11,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,1,1,53,1,0,69.39,3687.32,0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,0,0,53,1,1,26.32,1384.82,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,0,0,1,27,1,1,60.49,1619.05,0,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False
1,0,1,0,50,1,1,77.23,3871.38,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
0,0,1,0,32,0,0,78.85,2525.23,0,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,1,1,0,42.87,60.38,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,0,0,68,1,1,63.74,4326.32,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1,0,1,1,1,1,1,82.13,69.19,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
0,1,0,1,54,1,1,23.28,1254.29,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,0,0,0,44,1,1,43.69,1922.16,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,0,0,72,1,0,53.45,3842.73,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,0,0,39,1,0,27.46,1072.27,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,0,1,1,60,1,1,83.02,4999.99,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
0,0,0,0,35,1,1,52.32,1823.76,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
1,0,1,0,23,1,1,74.99,1704.93,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
1,1,1,0,13,1,1,74.15,956.65,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,0,1,1,1,1,26.21,33.26,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,0,46,1,1,64.75,2960.14,0,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
0,0,0,1,20,1,1,24.28,495.5,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,1,0,72,1,1,51.4,3690.94,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,0,1,0,38,1,1,86.49,3269.74,0,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,0,0,0,2,1,0,82.18,145.79,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,15,1,0,78.18,1183.35,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,67,1,1,56.01,3744.57,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
0,0,0,1,25,0,1,20.78,506.5,1,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,1,1,53,1,0,78.57,4152.31,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
0,0,1,1,12,1,1,54.16,644.36,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,1,60,1,1,83.1,4998.11,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,1,1,19,1,1,63.31,1202.83,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False
1,0,0,0,26,1,0,51.13,1327.48,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1,0,1,0,1,1,1,51.01,57.28,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,1,1,9,1,1,83.02,742.36,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0,0,1,1,59,1,1,66.44,3907.12,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False
1,0,1,0,18,1,0,24.58,459.72,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,1,1,0,14,1,1,76.41,1064.52,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False
0,1,1,1,46,1,1,20.77,966.1,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,0,23,1,1,22.47,514.26,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,1,0,15,1,0,56.93,853.5,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,0,59,1,0,67.32,3964.96,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False
1,1,0,0,48,1,1,52.72,2536.01,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1,0,3,1,0,21.34,49.43,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0,0,1,65,1,0,77.28,5032.0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0,0,0,1,48,1,0,56.25,2691.74,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0,1,0,0,30,1,0,22.35,658.92,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,0,0,0,65,1,0,79.96,5203.33,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
0,0,0,0,53,1,1,88.11,4670.71,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
1,0,1,1,1,1,0,57.56,48.82,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
0,0,0,0,60,1,1,49.06,2927.96,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
0,0,0,0,14,1,1,77.9,1117.32,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True
1,0,1,0,59,1,1,65.15,3840.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,0,1,0,42,1,1,70.07,2937.76,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
1,1,0,0,39,1,1,22.22,856.68,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,29,1,1,62.47,1798.83,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False
1,0,1,0,62,0,1,60.56,3752.51,1,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
1,0,1,0,23,1,0,83.31,1934.26,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0,0,0,1,43,1,1,76.77,3300.39,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
0,0,1,0,13,1,0,79.49,1025.37,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
1,0,0,1,27,1,1,21.49,565.69,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,1,0,13,1,0,84.51,1101.0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,55,1,0,92.17,5064.57,0,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
0,1,1,1,33,1,1,77.88,2585.96,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0,1,1,1,11,1,0,72.73,776.39,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
1,0,1,0,55,1,1,28.43,1555.08,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,0,0,60,1,1,83.29,4981.91,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,1,60,1,1,19.25,1149.62,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,1,39,1,0,98.77,3853.55,0,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False
1,0,0,0,19,1,1,55.04,1039.35,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,0,0,0,41,1,0,57.61,2362.53,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
1,0,1,0,6,1,1,106.78,640.08,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,0,1,0,72,1,1,81.85,5899.41,0,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
0,0,1,0,67,1,1,66.25,4431.46,0,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
1,0,0,1,30,1,0,81.31,2434.3,1,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,69,0,1,54.35,3776.11,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0,0,1,0,46,1,1,87.52,4024.02,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
1,0,0,1,50,1,1,24.95,1260.54,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,1,0,57,1,1,65.35,3720.07,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
1,1,1,0,21,0,1,58.12,1209.51,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False
1,0,1,0,23,0,0,71.57,1628.29,0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
1,1,0,0,33,1,1,86.26,2844.94,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
1,0,1,0,62,1,0,83.09,5145.89,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
0,0,0,0,59,1,1,89.42,5284.31,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False
0,0,1,0,18,1,0,22.54,398.69,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,1,0,23,1,1,19.07,443.79,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,0,0,0,63,1,1,85.29,5389.57,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
0,0,0,0,19,1,1,84.89,1632.43,1,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
0,0,0,0,26,1,1,53.34,1378.06,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,1,57,1,1,62.51,3563.4,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False
1,0,0,1,43,1,1,46.86,2010.03,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0,0,1,0,64,1,1,55.84,3585.73,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
1,0,1,0,45,1,1,27.6,1241.59,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,0,0,1,53,1,0,19.34,1028.51,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,1,38,1,1,26.29,1007.95,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,0,0,6,1,1,68.43,404.38,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,1,0,53,1,1,79.3,4203.45,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1,0,42,1,0,73.74,3091.57,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
1,1,0,1,19,0,0,18.0,356.48,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,0,1,0,24,1,0,87.33,2083.71,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
1,0,1,0,42,1,1,63.31,2660.44,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
1,0,1,1,72,0,0,84.33,6068.46,0,True,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
1,0,1,0,26,1,1,85.56,2220.63,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
1,0,0,0,24,1,1,83.7,1998.34,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
1,0,0,1,35,0,1,90.26,3141.71,1,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
0,0,1,0,65,1,0,83.71,5453.89,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,0,1,0,8,0,0,60.48,486.34,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,1,52,1,1,56.35,2947.19,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,1,1,20,1,0,84.81,1704.54,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,49,1,1,60.38,2971.05,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False
1,0,0,0,15,1,0,51.67,777.78,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,1,0,1,65,1,1,18.0,1151.22,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,0,0,0,25,1,0,24.32,601.42,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
1,0,1,0,43,1,1,63.54,2714.42,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
1,0,0,0,28,0,0,49.21,1393.69,1,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0,1,1,0,45,1,1,75.26,3390.45,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,70,1,0,28.2,1941.94,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,1,0,48,1,1,81.02,3871.67,1,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
0,0,1,0,14,1,1,77.21,1078.61,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,16,1,1,55.39,891.5,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
0,0,1,0,8,0,1,79.95,638.41,0,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False
1,0,0,0,31,1,1,78.46,2419.27,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,0,0,65,1,1,46.59,3024.72,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
1,0,1,0,58,1,0,72.65,4214.13,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
0,0,0,0,31,1,0,84.23,2605.45,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
1,0,1,0,42,1,0,24.71,1038.96,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,0,58,1,1,85.76,4994.82,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
1,1,1,1,29,1,0,83.48,2407.47,0,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1,0,0,0,10,1,0,53.24,545.63,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,1,25,1,0,54.12,1351.68,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,1,1,0,0,22.41,18.0,1,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,0,1,0,33,1,1,85.5,2837.64,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
0,0,1,0,40,1,0,81.17,3247.83,1,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,30,1,1,82.84,2487.21,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False
0,1,1,0,62,1,1,19.45,1209.69,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
1,0,0,1,54,1,1,61.33,3300.82,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
1,0,0,0,60,1,0,88.01,5283.64,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
0,0,1,0,35,1,1,86.21,3014.8,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True
1,1,0,1,39,1,0,56.93,2217.63,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0,1,0,22,1,1,23.39,511.83,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,25,1,1,27.29,677.89,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,1,0,17,1,1,70.39,1186.26,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True
1,0,0,0,33,1,1,65.0,2152.27,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,27,1,1,48.99,1329.18,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
1,0,0,0,48,1,0,92.55,4453.47,0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
0,0,1,0,63,1,0,93.59,5917.2,0,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
0,0,0,0,70,1,0,92.15,6464.09,0,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
0,0,0,0,62,1,1,57.16,3566.74,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0,1,0,61,1,1,79.13,4841.42,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,1,41,1,1,49.36,2020.66,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
0,0,0,0,23,1,1,85.77,1969.15,1,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
1,0,0,0,34,1,0,63.8,2157.99,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
1,0,0,0,54,1,1,83.94,4550.83,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False
0,0,0,0,48,1,1,18.0,855.93,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,58,1,1,56.58,3280.79,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
1,0,0,0,21,1,1,90.37,1898.47,1,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False
1,0,1,0,60,1,1,80.29,4806.82,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
1,0,0,0,29,1,1,19.49,581.16,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,0,0,0,68,1,1,73.59,5004.09,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,59,1,0,59.24,3502.92,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
0,1,1,0,5,1,1,54.3,260.32,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,10,1,0,19.0,180.21,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,0,0,23,1,0,19.42,461.14,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0,0,1,50,1,0,76.28,3817.24,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,1,1,18,1,0,78.01,1403.97,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
1,1,1,0,49,1,0,84.57,4145.73,1,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
1,0,1,0,2,0,0,80.23,170.3,0,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,1,0,0,2,1,0,59.86,128.02,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False
1,0,1,0,30,1,1,21.96,654.56,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,1,0,0,46,0,0,54.79,2530.97,0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
1,1,0,0,7,1,0,85.0,597.92,1,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
