customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-2577,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,55.48,165.79,No
CUST-2578,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,312.86,No
CUST-2579,Female,0,No,No,35,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,65.27,2291.79,No
CUST-2580,Female,0,No,Yes,34,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,62.75,2133.88,No
CUST-2581,Male,0,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,89.79,2602.41,No
CUST-2582,Female,0,Yes,No,62,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),57.54,3571.75,No
CUST-2583,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),77.55,1569.58,No
CUST-2584,Male,0,No,Yes,51,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,75.28,3815.34,No
CUST-2585,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),77.5,5280.98,Yes
CUST-2586,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),85.84,3421.92,Yes
CUST-2587,Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,947.12,No
CUST-2588,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),28.67,826.58,No
CUST-2589,Male,0,Yes,No,55,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,91.24,5033.48,Yes
CUST-2590,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.95,3207.16,No
CUST-2591,Female,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.16,926.0,No
CUST-2592,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,101.47,2046.15,Yes
CUST-2593,Female,1,Yes,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.7,1248.32,No
CUST-2594,Male,0,No,No,49,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),57.87,2829.41,No
CUST-2595,Female,0,No,No,52,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),71.89,3733.45,No
CUST-2596,Male,0,Yes,No,47,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),64.23,3016.71,No
CUST-2597,Male,0,No,No,69,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,58.05,4020.91,No
CUST-2598,Male,0,Yes,No,47,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),78.99,3727.72,No
CUST-2599,Male,0,No,Yes,3,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,54.84,164.14,Yes
CUST-2600,Female,0,No,No,23,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,68.73,1593.96,No
CUST-2601,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.51,2618.94,No
CUST-2602,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),101.38,2834.12,No
CUST-2603,Male,1,Yes,Yes,4,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,61.02,246.99,No
CUST-2604,Male,0,No,No,66,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),87.04,5740.97,No
CUST-2605,Male,0,No,No,52,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,66.37,3439.55,No
CUST-2606,Female,0,No,No,63,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,48.48,3051.15,No
CUST-2607,Male,0,No,No,34,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,48.62,1653.46,No
CUST-2608,Female,0,No,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.36,260.91,Yes
CUST-2609,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.62,3523.95,No
CUST-2610,Female,1,Yes,No,54,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),50.27,2714.4,No
CUST-2611,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,68.81,4682.37,No
CUST-2612,Female,0,No,Yes,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,60.12,2227.03,No
CUST-2613,Female,0,No,Yes,28,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,63.44,1782.07,No
CUST-2614,Female,0,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.39,203.15,Yes
CUST-2615,Female,0,Yes,Yes,18,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,70.64,1268.43,Yes
CUST-2616,Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.83,573.89,Yes
CUST-2617,Male,1,No,No,28,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),60.94,1718.74,No
CUST-2618,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,59.15,102.94,No
CUST-2619,Male,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,514.31,No
CUST-2620,Male,1,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.33,1501.14,No
CUST-2621,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.37,1478.5,No
CUST-2622,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,51.34,149.39,No
CUST-2623,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,77.54,4324.39,No
CUST-2624,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,91.61,4859.81,No
CUST-2625,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.22,520.03,Yes
CUST-2626,Female,0,Yes,No,15,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),63.75,936.38,Yes
CUST-2627,Female,1,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.41,248.72,No
CUST-2628,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),86.06,6108.84,No
CUST-2629,Male,0,No,No,55,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),70.44,3884.12,No
CUST-2630,Male,0,Yes,No,52,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,59.24,3061.28,No
CUST-2631,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),75.29,3534.17,No
CUST-2632,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.77,507.05,No
CUST-2633,Female,0,Yes,Yes,65,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),78.71,5108.74,No
CUST-2634,Female,0,No,Yes,29,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,55.16,1589.02,No
CUST-2635,Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,83.14,184.16,Yes
CUST-2636,Male,1,No,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),84.44,1841.92,No
CUST-2637,Female,0,Yes,Yes,28,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),74.47,2083.24,No
CUST-2638,Female,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.28,1013.11,No
CUST-2639,Female,1,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),91.56,924.74,Yes
CUST-2640,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),86.5,1737.34,No
CUST-2641,Female,0,No,Yes,23,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Electronic check,79.21,1828.76,No
CUST-2642,Male,1,Yes,No,64,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,79.41,5085.12,No
CUST-2643,Male,0,No,No,1,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,51.72,54.94,Yes
CUST-2644,Male,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.22,1558.75,Yes
CUST-2645,Male,0,Yes,No,71,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),86.13,6133.13,No
CUST-2646,Female,0,Yes,No,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),70.65,2326.76,No
CUST-2647,Male,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.72,1639.43,No
CUST-2648,Male,0,No,Yes,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.65,724.84,No
CUST-2649,Female,0,Yes,No,2,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,63.72,124.58,No
CUST-2650,Female,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),83.79,842.73,Yes
CUST-2651,Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.38,190.22,No
CUST-2652,Female,0,Yes,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.14,1210.37,Yes
CUST-2653,Male,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,645.17,No
CUST-2654,Male,0,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,78.06,551.62,No
CUST-2655,Male,1,No,No,24,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),52.02,1242.58,Yes
CUST-2656,Male,0,Yes,No,25,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,59.07,1475.13,No
CUST-2657,Female,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,85.06,2145.16,No
CUST-2658,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.28,406.42,No
CUST-2659,Female,0,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.9,2003.96,Yes
CUST-2660,Female,0,Yes,No,42,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,47.91,2015.94,Yes
CUST-2661,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),85.16,6128.63,No
CUST-2662,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),93.16,373.12,Yes
CUST-2663,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,82.65,4071.74,No
CUST-2664,Female,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,72.19,3963.86,No
CUST-2665,Male,0,No,Yes,62,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),60.13,3739.43,No
CUST-2666,Female,0,No,No,56,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.34,2701.99,No
CUST-2667,Female,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,71.27,3140.62,No
CUST-2668,Male,0,No,No,36,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),58.45,2097.16,Yes
CUST-2669,Male,0,Yes,Yes,71,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),40.7,2882.22,No
CUST-2670,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.65,3035.89,Yes
CUST-2671,Female,1,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.59,760.53,No
CUST-2672,Female,0,Yes,No,5,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,49.43,242.71,No
CUST-2673,Male,0,Yes,Yes,70,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,61.16,4279.32,No
CUST-2674,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.68,3763.04,No
CUST-2675,Male,1,No,No,6,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),54.18,326.38,No
CUST-2676,Male,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,85.06,5435.86,No
CUST-2677,Female,1,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.65,2063.82,No
CUST-2678,Male,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.33,1287.14,No
CUST-2679,Male,0,Yes,Yes,60,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,49.63,2974.53,No
CUST-2680,Male,1,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,74.52,1348.59,No
CUST-2681,Male,0,Yes,No,31,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),70.18,2184.36,Yes
CUST-2682,Female,0,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,54.84,1581.13,No
CUST-2683,Male,0,Yes,No,64,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,50.07,3210.37,No
CUST-2684,Female,1,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.42,2806.47,Yes
CUST-2685,Male,0,No,No,56,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),90.97,5089.5,No
CUST-2686,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.09,1760.15,Yes
CUST-2687,Female,0,No,No,29,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,59.53,1734.26,No
CUST-2688,Male,0,Yes,No,58,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,80.88,4681.36,No
CUST-2689,Female,1,No,No,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.32,4781.66,No
CUST-2690,Female,0,No,No,66,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,69.9,4623.05,No
CUST-2691,Male,0,No,Yes,30,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,79.28,2380.81,No
CUST-2692,Female,1,Yes,Yes,65,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),72.77,4728.42,No
CUST-2693,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,83.4,4419.13,No
CUST-2694,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),73.39,665.82,Yes
CUST-2695,Female,0,Yes,No,37,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,66.73,2479.02,Yes
CUST-2696,Female,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),47.39,1427.82,No
CUST-2697,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,82.47,2306.09,No
CUST-2698,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,95.78,2307.16,No
CUST-2699,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,78.85,2450.62,No
CUST-2700,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),83.15,1333.06,No
CUST-2701,Male,0,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.2,1072.29,No
CUST-2702,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,84.11,4050.71,No
CUST-2703,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.59,443.91,No
CUST-2704,Female,0,No,No,51,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,63.86,3268.98,No
CUST-2705,Female,1,Yes,No,19,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,71.01,1346.17,No
CUST-2706,Male,0,No,Yes,61,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),78.39,4783.37,No
CUST-2707,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,204.51,Yes
CUST-2708,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.71,846.12,No
CUST-2709,Female,0,Yes,No,20,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),66.81,1333.96,No
CUST-2710,Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,84.34,415.83,No
CUST-2711,Male,0,No,No,70,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,74.3,5197.54,No
CUST-2712,Female,0,No,No,52,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),52.78,2755.34,No
CUST-2713,Female,1,Yes,No,51,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),48.72,2485.01,No
CUST-2714,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,88.16,6000.93,No
CUST-2715,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.23,169.84,No
CUST-2716,Female,0,Yes,No,45,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),55.08,2468.06,No
CUST-2717,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,74.03,5177.42,No
CUST-2718,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.9,2052.0,No
CUST-2719,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.04,932.37,No
CUST-2720,Female,0,No,Yes,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,67.67,3918.52,No
CUST-2721,Male,0,No,No,37,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Electronic check,46.33,1716.43,No
CUST-2722,Female,0,Yes,No,33,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,78.97,2602.18,Yes
CUST-2723,Male,0,No,No,45,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.28,3567.66,No
CUST-2724,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,87.18,2686.09,No
CUST-2725,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,83.46,1255.69,No
CUST-2726,Female,0,No,No,38,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.75,2950.07,No
CUST-2727,Male,0,No,Yes,1,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Mailed check,66.84,69.1,No
CUST-2728,Male,0,No,No,56,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),87.39,4898.8,No
CUST-2729,Male,1,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.3,440.95,No
CUST-2730,Male,0,No,No,41,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,52.02,2130.17,No
CUST-2731,Female,0,No,No,71,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),54.35,3847.07,No
CUST-2732,Female,0,Yes,Yes,33,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),58.48,1943.0,No
CUST-2733,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,890.64,No
CUST-2734,Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.86,515.28,No
CUST-2735,Female,1,No,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.39,3214.85,No
CUST-2736,Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,54.24,484.46,No
CUST-2737,Female,1,No,Yes,7,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,55.84,387.8,Yes
CUST-2738,Female,1,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.81,1897.74,No
CUST-2739,Female,0,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,93.35,1670.77,No
CUST-2740,Female,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,80.84,5172.19,Yes
CUST-2741,Female,0,No,Yes,54,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Mailed check,53.65,2898.57,No
CUST-2742,Male,0,Yes,No,51,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),57.16,2901.31,No
CUST-2743,Male,1,Yes,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.45,96.31,No
CUST-2744,Male,0,Yes,Yes,52,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),75.25,3904.76,No
CUST-2745,Female,1,Yes,No,43,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),77.6,3336.25,No
CUST-2746,Male,0,No,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,70.58,3325.94,No
CUST-2747,Male,1,No,Yes,53,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),53.46,2820.54,No
CUST-2748,Female,1,Yes,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,76.39,1150.25,No
CUST-2749,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.34,680.25,No
CUST-2750,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,83.51,2265.78,Yes
CUST-2751,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.67,1465.28,No
CUST-2752,Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,91.01,4567.79,No
CUST-2753,Female,1,Yes,No,32,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,83.87,2687.03,No
CUST-2754,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,437.13,No
CUST-2755,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,308.71,No
CUST-2756,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),89.22,2227.88,No
